,id,headlines,ChanceOfVirality
351,351,"Covid-19: As businesses open slowly, here’s your guide to safe shopping",2
352,352,Asymptomatic transmission hindering control of COVID-19 spread: Researchers,1
353,353,Fact Check: First volunteer of UK corona vaccine trial is alive and kicking,2
354,354,"Disabled Muslim man hounded for accidentally dropping currency, accused of spreading coronavirus",3
355,355,FACT CHECK: Did this female Indian doctor die because of coronavirus?,2
356,356,Ministry Of Personnel Refutes Rumours About Reducing Age Of Retirement,1
357,357,TISS Professors Falsely Targeted For 'Supporting Palghar Accused',0
358,358,Need to give importance to economy and also battle Covid-19: PM Modi to CMs,2
359,359,"Coronavirus update: India's Covid-19 count crosses 28,000-mark, death toll at 886. State-wise tally here",4
360,360,‘Won’t lose a single rupee’: Govt clarifies after cancelling Chinese Covid-19 test kits,1
361,361,"Coronavirus Pandemic LIVE Updates: India Cases Rise to 27, 892, Death Toll at 872; Lockdown Exit Strategy on Agenda as PM Modi Speaks to CMs Today",5
362,362,Man who tested positive for COVID-19 kills self in Bengaluru,2
363,363,‘Shame and disgust’: Rahul Gandhi amid row over cost of Covid-19 test kits,1
364,364,"No Need for Migrants to Go Back to Hometown, Centre Tells SC, Warns of Serious Health Hazard",1
365,365,Delhi High Court orders to cap the price of coronavirus COVID-19 test kits at Rs 400,3
366,366,Nitish Kumar says no to getting students back from Kota. Then explains,0
367,367,"47 new coronavirus reported from Chennai, 570 cases in city till now",5
368,368,Will North Korea Get its 'First Female Dictator'? Twitter is Obsessing Over Kim Jong Un's Sister,1
369,369,Will US-Taliban deal limit India's leverage in Afghanistan?,1
370,370,UN say pandemic may cause 'human rights disaster': Live updates,2
371,371,Saudi Arabia ends death penalty for minors,0
372,372,Slideshow | Gainers & Losers: 10 stocks that moved the most on April 27,1
373,373,Sensex rises 400 points. Key triggers that moved market direction today,1
374,374,Reliance begins using WhatsApp for grocery deliveries through JioMart,0
375,375,IndusInd Bank Q4: Profit falls 77% to Rs 302 cr QoQ as provisions spike 134%,0
376,376,Mysterious Realme phone’s live image surfaces online; shows Reno-like rear design,1
377,377,"Call Of Duty Mobile Update: New 'Rust' Map, 'Kill Confirmed' Mode & More",2
378,378,The Apple Watch saved my life...,2
379,379,OnePlus 8 Pro gets Oxygen OS 10.5.5 update with fix for green display tint,1
380,380,Dulquer Salmaan apologises for ‘Prabhakara’ joke in ‘Varane Avashyamund’,0
381,381,"Alia Bhatt connects with her girl gang virtually during lockdown, says they are ‘alone together’. See...",4
382,382,Priyadarshan on Hungama 2: Ayushmann Khurrana and Kartik Aaryan refused the film,1
383,383,Shah Rukh Khan’s time away from movies brings lookalike Raju’s life to a standstill,4
384,384,Umar Akmal banned for 3 years from all forms by PCB Disciplinary Panel on corruption charges,2
385,385,‘If you fumble a ball...’: KL Rahul opens up about comparisons with MS Dhoni,1
386,386,'They Become Something Else': Yuvraj Singh Slams Young Cricketers for Trying 'Too Hard' Online,2
387,387,Project Restart: Premier League players briefed on hotel lockdown plan for football to return,1
388,388,"A ‘Potentially Hazardous’ Asteroid Visits, Venus Shines At Its Brightest: The Night Sky This Week",1
389,389,Scientists Have Officially Declared This the Most Dangerous Place on Earth,2
390,390,Largest ozone layer hole over Arctic closed? Here's what we know so far,4
391,391,Scientists Develop First Comprehensive Map of the Moon's Surface,2
392,392,"Coronavirus pandemic | Pune manufacturer plans to price COVID-19 vaccine at Rs 1,000 in India",4
393,393,"Deadlier L Type Coronavirus Strain Could be Behind High Death Rate in Gujarat and Indore, Say Experts",2
394,394,How and when to eat cucumber to lose weight,0
395,395,'Asymptomatic transmission Achilles' heel of COVID-19 strategies',1
396,396,"Coronavirus pandemic | Lockdown will continue post-May 3 in COVID-19 hotspots, PM Modi tells chief ministers",4
397,397,Government mulls proposal to guarantee up to Rs 3 lakh crore bank loans to small businesses: Report,0
398,398,Covid-19 lockdown: India should open up now,3
399,399,"India Always Knew Spitting in Public is Wrong, Now is the Best Time to Ensure We Don't: PM Modi",8
400,400,"Coronavirus live updates: 28,380 total cases in India, 6,362 cured & death toll at 886, according to health ministry",3
401,401,"Coronavirus state-wise tally April 27: Maharashtra, Gujarat continue to record highest number of cases",3
402,402,Tavleen Singh writes: Coronavirus pandemic gives PM Modi opportunity to go back to his promises,2
403,403,"Mint Covid Tracker: Despite slowing trajectory, India’s case count could reach 50,000 in eight days",2
404,404,"Indian Council of Medical Research (ICMR): 'Don't use China kits, Return them back'",0
405,405,India Overpaid For Chinese COVID-19 Test Kits? What Court Case Reveals,1
406,406,Return Covid-19 rapid test kits: ICMR to states after complaints over results,1
407,407,Delhi High Court caps imported antibody kit price at Rs. 400,0
408,408,"""Till I'm Here..."": Mamata Banerjee Assures Those Stranded Outside Bengal",2
409,409,Centre making conflicting statements on lockdown: Mamata,1
410,410,"West Bengal CM Mamata Banerjee Says, She Is In Favour Of Extending Lockdown Till May 21",1
411,411,BJP Leaders Stage Sit-In Protests Against Bengal's COVID-19 Handling,1
412,412,Covid-19 patient jumps to death from hospital building in Bengaluru,1
413,413,COVID-19 Patient Allegedly Jumps To Death From Bengaluru Hospital Floor,1
414,414,Coronavirus Patient Commits Suicide in Karnataka,2
415,415,"One Covid-19 patient commits suicide at hospital, 8 new cases in Karnataka",4
416,416,Congress' Rahul Gandhi reacts on corruption charges raised amid Coronavirus lockdown,3
417,417,"""Insult To Every Indian"": Rahul Gandhi Amid Row Over Cost Of Testing Kits",0
418,418,"COVID-19: Probe ‘profiteering’ in rapid testing kits’ import, Cong. tells PM",1
419,419,5 questions for Modi government in Congress’ demand for national Covid plan,2
420,420,‘Do you have any plan on shifting migrant workers to their native places?’ SC asks Centre,1
421,421,"'This institution is not hostage of government ', says Supreme Court",0
422,422,"Covid-19: Migrant workers returning home could be a major health hazard, says MHA report",1
423,423,"SC Seeks Centre's Reply on PIL of Journalists' Bodies on Job Loss, Wage Cuts in Media",2
424,424,Congress targets Centre over antibody test kits being purchased at higher prices,1
425,425,"ICMR agreed to pay 2.5 times the price for rapid test kits, Delhi HC judgment shows",1
426,426,Coronavirus | Delhi HC asks to cap the price of COVID-19 test kits,3
427,427,Explained: What is the Controversy Around Profiteering in Sale of Covid-19 Rapid Kits to ICMR,2
428,428,"Coronavirus - Nitish Kumar, Cornered Over Students, Migrants, Made A Case Before PM",3
429,429,Not Possible to Bring Back Students from Kota Till Centre Revises Guidelines: Nitish tells PM,0
430,430,‘Not possible’: Bihar CM cites lockdown for delaying Kota students’ return,1
431,431,"11 more Covid-19 patients recovered in Bihar, CM asks people to maintain social distancing",4
432,432,Ambulance Stopped For Tamil Nadu Chief Minister's Convoy? Cops Say No,0
433,433,Number of people discharged overtakes hospitalized in Tamil Nadu,1
434,434,"Tamil Nadu Awaits Nod for Plasma Therapy Treatment for Covid-19 Patients, May Start Trials in 1 Week",1
435,435,Heartbreak in under-siege Salem: Mother collapses begging for son's release,1
436,436,Kim Jong Un ‘alive and well’: Seoul,0
437,437,South Korea maintains Kim Jong Un health rumours are untrue,1
438,438,Where is Kim Jong-un?,1
439,439,‘Kim Jong Un could very well be OK and reappear’: Experts debate on rumours,0
440,440,Violence increased in Afghanistan after US-Taliban deal: UN,1
441,441,A virus incubating across Durand Line,1
442,442,Afghan war killing civilians despite US-Taliban peace deal: UN,0
443,443,UN report notes drop in number of Afghan civilians killed,0
444,444,3 Beijing Activists Missing After Preserving Virus Articles Online,1
445,445,"RBI announces ₹50,000 crore lifeline for mutual funds: 10 points",1
446,446,COVID 19 Crisis: Franklin Templeton Shut Down 6 Debts Mutual Fund Schemes Blaming Liquidity Crunch,2
447,447,Templeton Fund Freeze Leaves a Dangerous Hole,0
448,448,Here's why Franklin Templeton case should not be viewed as a credit crisis,1
449,449,Trade Setup for Monday: Top 15 things to know before Opening Bell,5
450,450,"Firm cues, RBI move give Sensex 416-point boost; Nifty above 9,250",0
451,451,"Sensex gains 24% in a month, ends 415 pts up, Nifty at 9,282; these factors drove D-Street today",2
452,452,"Closing Bell: Nifty ends just shy of 9,300, Sensex gains 415 pts; IndusInd Bank up 6% ahead of result",0
453,453,How to place an order on JioMart using WhatsApp: A step-by-step guide,1
454,454,"After Facebook-Reliance deal, JioMart goes live on WhatsApp",1
455,455,Reliance starts using WhatsApp for grocery deliveries but model to evolve,0
456,456,"JioMart has launched Whatsapp orders in Thane, Navi Mumbai. How does it work?",0
457,457,"IndusInd Bank Q4 results: Profit falls 16% YoY to Rs 302 crore, misses estimates; provisions spike 56%",0
458,458,"IndusInd Bank reports Q4FY20 net profit at Rs 302 crore, NII at Rs 3,231.2 crore",0
459,459,IndusInd Bank Q4 preview: Profit may fall sharply on muted operating performance,1
460,460,IndusInd Bank Q4 preview: Profit may dip 95% QoQ on exposure to telecom cos,0
461,461,Unreleased Realme smartphone leaks in live images - GSMArena.com news,2
462,462,Realme X2 Pro Starts Receiving Android April 2020 Security Patch and Other Bug Fixes,0
463,463,Realme X50m 5G with Snapdragon 765G chipset and two selfie cameras launched,0
464,464,"Realme TV receives Google certification, expected to launch soon",0
465,465,Call of Duty: Mobile confirms arrival of Rust map by name,0
466,466,'Call Of Duty: Mobile' Is Getting A Fan-Favourite Map Next Week,0
467,467,The Apple Watch 5th anniversary: what we got right and wrong in our review,2
468,468,"Five years later, the Apple Watch is an unyielding icon of design",3
469,469,Remember when Apple Watch was a luxury item? We look back at its 5-year evolution,3
470,470,"Former Apple designer reveals original sketches, other tidbits about genesis of Apple Watch",2
471,471,Android 10 for the OnePlus 5 and 5T is here with a new OxygenOS Open Beta,3
472,472,OnePlus 8 Review: All you need?,2
473,473,OnePlus 8 Pro OxygenOS 10.5.5 update reportedly 'fixes' the display green tint issue,1
474,474,"OnePlus 6T, OnePlus 6 Start Receiving OxygenOS 10.3.3 With Jio VoWifi Support, Bug Fixes",1
475,475,Dulquer Salmaan offers apology to Tamil people,1
476,476,Dulquer Salmaan apologises for insulting Tamil audience! - Malayalam News,1
477,477,Dulquer Salmaan Explains Prabhakaran Joke In Varane Avashyamund After Outrage,1
478,478,"Many Tamil viewers misinterpret dog scene in 'Varane Avashyamund', Dulquer clarifies",2
479,479,When Ranbir Kapoor and 'Raees' actress Mahira Khan's 'smoking on the street of NYC' picture went viral on,1
480,480,Arjun Kapoor on Actors Being Called Dumb: One Question to Alia on Koffee Destroyed Our Combined IQ,2
481,481,"Sara Ali Khan, Alia Bhatt, Alaya F: Throwback to some of the best short dress styles",3
482,482,"How Alia Bhatt, Akansha Ranjan Kapoor And Other Besties Party Now",2
483,483,Hungama 2 Director Priyadarshan SLAMS Ayushmann Khurrana & Kartik Aaryan: “Maybe They Thought I Am Outdated”,2
484,484,"Had approached Ayushmann Khurrana, Kartik Aaryan for Hungama 2, says director Priyadarshan",1
485,485,Farm to table: Dharmendra exhibits his vegetable harvest amid lockdown,1
486,486,"Ayushmann Khurrana and Kartik Aaryan refused Hungama 2, says Priyadarshan: ‘Maybe they think I’m outdated,...",3
487,487,Aryan Khan once ‘beat up a girl’ for calling Shah Rukh Khan fat. So the actor got six-pack abs in Om...,1
488,488,When Shah Rukh Khan confessed about lying to his wife Gauri Khan on their honeymoon,3
489,489,Did you know Shah Rukh Khan cheated wife Gauri on their honeymoon?,4
490,490,When Shah Rukh Khan and Gauri Khan attended Kajol's Mehendi ceremony!,0
491,491,Umar Akmal handed three-year ban for breach of anti-corruption code - Cricbuzz,1
492,492,PCB hands Umar Akmal three-year ban for not reporting corrupt approaches,1
493,493,PCB bans Umar Akmal for three years,2
494,494,PCB Bans Umar Akmal For 3 Years For Failing To Report Spot-Fixing Approach,2
495,495,"Anil Kumble was best captain I played under, Rahul Dravid was technical master: RP Singh",1
496,496,“I Believe He Is A True Leader” – Mohit Sharma Opens Up About MS Dhoni,1
497,497,"His graph went up & mine went down, but friendship is intact: Former India pacer on MS Dhoni",1
498,498,"If you fumble the ball, people feel you can't replace MS Dhoni: KL Rahul",1
499,499,Kohli or Tendulkar? Yuvraj or Dhoni? Yuvraj Singh corners Jasprit Bumrah with rapid-fire questions,0
500,500,"Harbhajan Singh a better off-spinner than Ravichandran Ashwin, feels Jasprit Bumrah",1
501,501,Youngsters Today Try to be What They are Not on Social Media: Yuvraj,5
502,502,Have seen many decent players who become something else on social media: Yuvraj Singh,7
503,503,Government keen on Provisional Premier League return date,0
504,504,"As Premier League aims a mid-June restart, hurdles outnumber hopes",1
505,505,The Premier League's greatest ever team goals have been compiled on Twitter,0
506,506,Premier League targets behind closed doors return in June,0
