,id,headlines,ChanceOfVirality
353,353,Coronavirus Outbreak LIVE Updates: Five more COVID-19 deaths take Pune's toll to 77; Modi likely to discuss graded lockdown exit with CMs,7
354,354,Coronavirus: What mutual fund investors should know amid rising credit risks,4
355,355,"Taking Stock: Cooling off after highs! Nifty holds 9,250 as RBI announces lifeline for MFs",2
356,356,Reliance begins using WhatsApp for grocery deliveries through JioMart,0
357,357,"IndusInd Bank reports Q4FY20 net profit at Rs 360.10, NII at Rs 3,231.2 crore",0
358,358,Unreleased Realme smartphone leaks in live images - GSMArena.com news,2
359,359,Apple to delay mass production of 2020 flagship iPhones: WSJ,1
360,360,The Apple Watch saved my life...,2
361,361,"Call Of Duty Mobile Update: New 'Rust' Map, 'Kill Confirmed' Mode & More",2
362,362,Dulquer Salmaan apologises for ‘Prabhakara’ joke in ‘Varane Avashyamund’,0
363,363,"After Hina Khan, Rashami Desai grooves to Jacqueline Fernandez’s Genda Phool, gets praise from Shefali...",0
364,364,Kanika Kapoor spends time with family in Lucknow after recovering from Covid-19. See pic,5
365,365,"Alia Bhatt Keeps in Touch with Her Friends Amid Lockdown, See Pic",2
366,366,‘If you fumble a ball...’: KL Rahul opens up about comparisons with MS Dhoni,1
367,367,Umar Akmal banned for 3 years from all forms by PCB Disciplinary Panel on corruption charges,2
368,368,Have seen many decent players who become something else on social media: Yuvraj Singh,7
369,369,"Lockdown has made me more dedicated and taught me that we can survive without eating outside, Hima Das te",4
370,370,Scientists Have Officially Declared This the Most Dangerous Place on Earth,2
371,371,Venus will shine at its brightest in the night sky this week,2
372,372,Scientists Develop First Comprehensive Map of the Moon's Surface,2
373,373,Hubble celebrates its 30th anniversary with a tapestry of blazing starbirth,0
374,374,How and when to eat cucumber to lose weight,0
375,375,Coronavirus: How India will play a major role in a Covid-19 vaccine,4
376,376,"Deadlier L Type Coronavirus Strain Could be Behind High Death Rate in Gujarat and Indore, Say Experts",2
377,377,These 5 morning habits may be causing you to gain weight,0
378,378,"Coronavirus pandemic | Lockdown will continue post-May 3 in COVID-19 hotspots, PM Modi tells chief ministers",4
379,379,Government mulls proposal to guarantee up to Rs 3 lakh crore bank loans to small businesses: Report,0
380,380,Covid-19 lockdown: India should open up now,3
381,381,"India Always Knew Spitting in Public is Wrong, Now is the Best Time to Ensure We Don't: PM Modi",8
382,382,"Coronavirus live updates: 28,380 total cases in India, 6,362 cured & death toll at 886, according to health ministry",3
383,383,"Coronavirus India News LIVE Updates: Total number of COVID-19 cases in India rise to 28,380, including 886 deaths",6
384,384,"1,975 new Covid-19 cases, 47 deaths in India in last 24 hours: 10 things to know",8
385,385,Highest single-day increase in Covid-19 cases,3
386,386,"Indian Council of Medical Research (ICMR): 'Don't use China kits, Return them back'",0
387,387,India Overpaid For Chinese COVID-19 Test Kits? What Court Case Reveals,1
388,388,Govt tells states to not use rapid kits for now,1
389,389,Delhi High Court caps imported antibody kit price at Rs. 400,0
390,390,Kim Jong Un ‘alive and well’: Seoul,0
391,391,Where is Kim Jong-un?,1
392,392,North Korea's Kim Jong Un 'alive and well': Seoul,0
393,393,Kim Jong-un successor: Will North Korea see a woman ruler? Here’s the top contender,3
394,394,Kolkata lockdown news: Today's updates from your city,3
395,395,"In times of job cuts, strategic groups are busy recruiting for 2021 Bengal election",1
396,396,"West Bengal CM Mamata Banerjee Says, She Is In Favour Of Extending Lockdown Till May 21",1
397,397,BJP Leaders Stage Sit-In Protests Against Bengal's COVID-19 Handling,1
398,398,Guard At Harsh Vardhan's Staff Office At AIIMS COVID-19 +ve: Report,1
399,399,"Our fight is against the disease, not the diseased': MoHFW urges public to not stigmatise COVID-19 patients",1
400,400,Covid-19 hotspot districts moving towards being non-hotspot districts: Health minister,2
401,401,"Trace, test, isolate, treat will remain our strategy: Union health min Harsh Vardhan",0
402,402,"Dead J&K Woman's Samples Return COVID-19 +ve, Probe Into Body Handling",2
403,403,"Pregnant Woman Dies in Anantnag Hospital, Inquiry Ordered",2
404,404,"Pregnant J&K Woman From COVID-19 Red Zone Dies In Hospital, Probe Ordered",3
405,405,"ICMR agreed to pay 2.5 times the price for rapid test kits, Delhi HC judgment shows",1
406,406,Coronavirus | Delhi HC asks to cap the price of COVID-19 test kits,3
407,407,Delhi HC puts Rs 400 cap on rapid testing kits from China,0
408,408,Delhi HC says Covid-19 testing kits should be sold at lowest cost possible,2
409,409,Covid-19 cases in Wuhan hospitals drop to zero for 1st time,4
410,410,First pandemic epicentre Wuhan discharges its last Covid patient from hospital,3
411,411,Did SARS-CoV-2 begin from a lab?,0
412,412,Does China have a case to answer on Covid-19?,1
413,413,China threatens to boycott Australian beef and wine; Here’s why,2
414,414,"In a testy post-Covid-19 world, Chinese sanctions of Australian goods may be closer than ever",4
415,415,"Australia, Backing Virus Probe, Slams China's ""Economic Coercion"" Threat",1
416,416,Australia rejects Chinese ‘economic coercion’ threat amid planned coronavirus probe,2
417,417,"Hajj Cancellation Won't be the First – Plague, War and Politics Disrupted Pilgrimages Long Before Coron...",1
418,418,Saudi Arabia Ends Death Penalty For Minors,0
419,419,Saudi Arabia partially lifts curfew except in Mecca,0
420,420,Saudi Arabia abolishes death sentence for minors,0
421,421,Prime Minister Modi feels 'very proud' when world leaders thank India for help in coronavrus crisis,2
422,422,"PM Narendra Modi to interact with CMs on April 26 to discuss way out of lockdown, COVID fight",4
423,423,"India coronavirus, COVID-19 live updates, April 26: 293 new coronavirus cases take Delhi`s total count to 2...",5
424,424,"India coronavirus, COVID-19 live updates, April 26: 293 new coronavirus cases take Delhi`s total count to 2...",5
425,425,"RBI announces ₹50,000 crore lifeline for mutual funds: 10 points",1
426,426,COVID 19 Crisis: Franklin Templeton Shut Down 6 Debts Mutual Fund Schemes Blaming Liquidity Crunch,2
427,427,Templeton Fund Freeze Leaves a Dangerous Hole,0
428,428,Here's why Franklin Templeton case should not be viewed as a credit crisis,1
429,429,Here Are Some Of The Buzzing Stocks For Today's Trade | Chartbusters,3
430,430,"Nifty, Sensex end higher as RBI eases MF liquidity concerns",0
431,431,"Closing Bell: Nifty ends just shy of 9,300, Sensex gains 415 pts; IndusInd Bank up 6% ahead of result",0
432,432,"Sensex ends over 400 points higher, Nifty below 9,300; private banks shine",0
433,433,How to place an order on JioMart using WhatsApp: A step-by-step guide,1
434,434,"After Facebook-Reliance deal, JioMart goes live on WhatsApp",1
435,435,JioMart goes live on WhatsApp in some areas in Mumbai,0
436,436,JioMart WhatsApp Order Booking Service Launched: How to Order,1
437,437,IndusInd Bank Q4: Profit falls 77% to Rs 302 cr QoQ as provisions spike 134%,0
438,438,"IndusInd Bank Q4 results: Profit falls 16% YoY to Rs 302 crore, misses estimates; provisions spike 56%",0
439,439,"IndusInd Banks Q4 profit slumps 77% QoQ to Rs 302 cr, provisions jump 2x",0
440,440,IndusInd Bank Q4 preview: Profit may fall sharply on muted operating performance,1
441,441,Realme X50m 5G with Snapdragon 765G chipset and two selfie cameras launched,0
442,442,"Realme TV receives Google certification, expected to launch soon",0
443,443,Realme X2 Pro Starts Receiving Android April 2020 Security Patch and Other Bug Fixes,0
444,444,Mysterious Realme smartphone with new design leaked,2
445,445,iPhone SE 2nd Gen has a lot of parts that can be swapped with the iPhone 8: iFixit teardown,2
446,446,Apple iPhone SE teardown video shows that a lot of its parts can be swapped with old iPhone 8 parts,4
447,447,2020 Flagship iPhone Models' Mass Production to Be Delayed by a Month: Report,2
448,448,Apple to delay mass production of 2020 flagship iPhones: Report,1
449,449,The Apple Watch 5th anniversary: what we got right and wrong in our review,2
450,450,"Five years later, the Apple Watch is an unyielding icon of design",3
451,451,Remember when Apple Watch was a luxury item? We look back at its 5-year evolution,3
452,452,"Former Apple designer reveals original sketches, other tidbits about genesis of Apple Watch",2
453,453,Call Of Duty: Mobile' Is Getting A Fan-Favourite Map Next Week,0
454,454,Dulquer Salmaan offers apology to Tamil people,1
455,455,Dulquer Salmaan apologises for insulting Tamil audience! - Malayalam News,1
456,456,"Many Tamil viewers misinterpret dog scene in 'Varane Avashyamund', Dulquer clarifies",2
457,457,Dulquer Salmaan Explains Prabhakaran Joke In Varane Avashyamund After Outrage,1
458,458,Rashami Desai grooves to Jacqueline Fernandez's Genda Phool and her moves will leave you amused; Take a look,1
459,459,"Rashami Desai Sets Temperature Soaring as She Grooves to Badshah's 'Genda Phool', Watch Video",2
460,460,#Exclusive: Arhaan Khan: My parents were against my relationship with Rashami Desai,0
461,461,Rashami Desai reminisces her journey from debut show Pari Hoon Main to Naagin 4 with a 'Then and Now' photo,1
462,462,"Kanika Kapoor currently at her Lucknow house, releases statement clarifying allegations - Republic World",3
463,463,"Day after no wrongdoing Instagram post, Kanika Kapoor asked to join police probe",1
464,464,"Uttar Pradesh police serves notice to Kanika Kapoor, asked to report on April 30",0
465,465,Kanika Kapoor says she didn’t quarantine herself after UK travel as ‘there was no such advisory’,1
466,466,When Ranbir Kapoor and 'Raees' actress Mahira Khan's 'smoking on the street of NYC' picture went viral on,1
467,467,"Sara Ali Khan, Alia Bhatt, Alaya F: Throwback to some of the best short dress styles",3
468,468,Arjun Kapoor on Actors Being Called Dumb: One Question to Alia on Koffee Destroyed Our Combined IQ,2
469,469,This unseen photo of Deepika Padukone and Ranbir Kapoor from 'Tamasha' poster shoot will drive away your,4
470,470,"Anil Kumble was best captain I played under, Rahul Dravid was technical master: RP Singh",1
471,471,"If you fumble the ball, people feel you can't replace MS Dhoni: KL Rahul",1
472,472,"His graph went up & mine went down, but friendship is intact: Former India pacer on MS Dhoni",1
473,473,"""Every Cricketer In The World Wants To Play Under MS Dhoni"", Says Mohit Sharma",4
474,474,Umar Akmal handed three-year ban for breach of anti-corruption code - Cricbuzz,1
475,475,Pakistan's Umar Akmal banned for three years: PCB,2
476,476,Pakistan’s Umar Akmal banned for three years: PCB,2
477,477,PCB Bans Umar Akmal For 3 Years For Failing To Report Spot-Fixing Approach,2
478,478,‘People told I would just play Ranji Trophy’: Jasprit Bumrah reveals how he ‘persisted with his act...,2
479,479,"Yuvraj takes a dig at youngsters, says they become something else on social media",4
480,480,Kohli or Tendulkar? Yuvraj or Dhoni? Yuvraj Singh corners Jasprit Bumrah with rapid-fire questions,0
481,481,"""Like Picking Between Mom-Dad"": Jasprit Bumrah's Cheeky Reply To Yuvraj Singh's Googly",0
482,482,"Wrote down Adidas on shoes during my first Nationals, they now print my name on them: Hima Das",4
483,483,"Once I scribbled Adidas on my shoes, they now make shoes with my name: Hima",2
484,484,"Hima Das Says She ""Ended Up Crying"" After Meeting Role Model Sachin Tendulkar",0
485,485,"Athletics | Once I scribbled Adidas on my spikes, now I wear custom-made shoes: Hima Das",2
486,486,"Crescent moon ""show"" this evening; nice start to week",0
487,487,LOOK UP! Venus shines brightest all week in the evening sky,3
488,488,Venus and crescent Moon close together and Earthshine,0
489,489,Starlink satellite sightings for Saturday,1
490,490,As Beautiful as The Moon? This is The First Time we Get to See The Lunar Surface in Such Detail,7
491,491,USGS releases first complete geologic map of the Moon,2
492,492,Incredible New Map of Moon Shows Its Every Nook and Cranny,1
493,493,Hubble's Collection of Anniversary Images,0
494,494,Hubble telescope celebrates 30 years with portrait of a firestorm in a neighbouring galaxy - Republic World,4
495,495,Hubble Space Telescope yields 1.4 mn observations in 3 decades,0
496,496,"Rising CO2 emissions could change the way human brains work, study says",2
497,497,"Covid-19: Pune company plans to ready 20-40m vaccine shots at Rs 1,000/dose by Sept-Oct",1
498,498,"Serum Institute to Start Making Oxford's Covid-19 Vaccine in 3 Weeks, Launch by Oct if Trials Succeed",1
499,499,"Coronavirus pandemic | Pune manufacturer plans to price COVID-19 vaccine at Rs 1,000 in India",4
500,500,Covid-19: Kolkata woman in Oxford University vaccine project team,2
501,501,Wuhan's L-strain may be behind Gujarat's high death rate: Experts,1
502,502,High fatality rate in Gujarat could be due to dominance of Wuhan’s L-type Covid-19 strain,2
503,503,Wuhans L-Type Coronavirus Could Be Behind High Mortality Rate In Gujarat: Experts,3
504,504,Wuhan's L-strand behind high mortality in Gujarat?,1
505,505,Fact Check: First volunteer of UK corona vaccine trial is alive and kicking,2
506,506,"Disabled Muslim man hounded for accidentally dropping currency, accused of spreading coronavirus",3
507,507,FACT CHECK: Did this female Indian doctor die because of coronavirus?,2
508,508,Ministry Of Personnel Refutes Rumours About Reducing Age Of Retirement,1
